session_id,user_id,raw_clickstream_json,order_amount,currency,country_raw
SESS_10457,U_1009,"{""device"": null, ""pages_viewed"": 13, ""cart_actions"": 2}",106.64,JPY,UK
SESS_10458,U_1165,"{""device"": ""Desktop"", ""pages_viewed"": 7, ""cart_actions"": 5}",234.14,EUR,United States
SESS_10459,U_1131,"{""device"": ""Android"", ""pages_viewed"": 9, ""cart_actions"": 3}",28.68,USD,
SESS_10460,U_1168,"{""device"": ""Android"", ""pages_viewed"": 16, ""cart_actions"": 2}",155.5,JPY,USA
SESS_10461,U_1082,"{""device"": ""iOS"", ""pages_viewed"": 21, ""cart_actions"": 5}",18.44,JPY,Japan
SESS_10462,U_1085,"{""device"": ""Desktop"", ""pages_viewed"": 21, ""cart_actions"": 1}",170.73,USD,Japan
SESS_10463,U_1139,"{""device"": ""Android"", ""pages_viewed"": 25, ""cart_actions"": 0}",283.23,JPY,United Kingdom
SESS_10464,U_1121,"{""device"": ""Android"", ""pages_viewed"": 9, ""cart_actions"": 5}",224.91,JPY,DE
SESS_10465,U_1010,"{""device"": ""Android"", ""pages_viewed"": 25, ""cart_actions"": 8}",200.26,EUR,United Kingdom
SESS_10466,U_1151,"{""device"": ""iOS"", ""pages_viewed"": 6, ""cart_actions"": 8}",145.75,EUR,US
SESS_10467,U_1033,"{""device"": ""Desktop"", ""pages_viewed"": 2, ""cart_actions"": 1}",348.13,GBP,Japan
SESS_10468,U_1101,"{""device"": ""Android"", ""pages_viewed"": 15, ""cart_actions"": 0}",102.18,USD,DE
SESS_10469,U_1078,"{""device"": ""iOS"", ""pages_viewed"": 6, ""cart_actions"": 3}",204.9,EUR,US
SESS_10470,U_1175,"{""device"": null, ""pages_viewed"": 25, ""cart_actions"": 5}",,USD,UK
SESS_10471,U_1025,"{""device"": ""Web_Safari"", ""pages_viewed"": 18, ""cart_actions"": 6}",412.08,JPY,Japan
SESS_10472,U_1180,"{""device"": ""Android"", ""pages_viewed"": 25, ""cart_actions"": 1}",153.49,USD,United Kingdom
SESS_10473,U_1197,"{""device"": ""Desktop"", ""pages_viewed"": 10, ""cart_actions"": 6}",247.34,GBP,Japan
SESS_10474,U_1171,"{""device"": null, ""pages_viewed"": 1, ""cart_actions"": 3}",92.5,EUR,UK
SESS_10475,U_1092,"{""device"": ""Desktop"", ""pages_viewed"": 17, ""cart_actions"": 0}",341.98,USD,Germany
SESS_10476,U_1035,"{""device"": ""Web_Safari"", ""pages_viewed"": 7, ""cart_actions"": 0}",204.4,GBP,United Kingdom
SESS_10477,U_1167,"{""device"": ""Android"", ""pages_viewed"": 14, ""cart_actions"": 2}",183.26,,USA
SESS_10478,U_1066,"{""device"": ""Web_Safari"", ""pages_viewed"": 6, ""cart_actions"": 2}",240.05,USD,Japan
SESS_10479,U_1021,"{""device"": ""Desktop"", ""pages_viewed"": 22, ""cart_actions"": 1}",190.95,USD,US
SESS_10480,U_1081,"{""device"": ""Android"", ""pages_viewed"": 19, ""cart_actions"": 8}",212.79,,United Kingdom
SESS_10481,U_1108,"{""device"": ""iOS"", ""pages_viewed"": 10, ""cart_actions"": 6}",290.84,,
SESS_10482,U_1095,"{""device"": ""Web_Safari"", ""pages_viewed"": 23, ""cart_actions"": 5}",437.72,USD,US
SESS_10483,U_1108,"{""device"": null, ""pages_viewed"": 25, ""cart_actions"": 6}",49.8,USD,UK
SESS_10484,U_1181,"{""device"": null, ""pages_viewed"": 9, ""cart_actions"": 3}",282.32,,United Kingdom
SESS_10485,U_1012,"{""device"": ""Web_Safari"", ""pages_viewed"": 10, ""cart_actions"": 0}",227.99,GBP,USA
SESS_10486,U_1153,"{""device"": ""Desktop"", ""pages_viewed"": 9, ""cart_actions"": 6}",143.82,USD,
SESS_10487,U_1068,"{""device"": ""Android"", ""pages_viewed"": 10, ""cart_actions"": 5}",209.35,EUR,USA
SESS_10488,U_1152,"{""device"": ""iOS"", ""pages_viewed"": 12, ""cart_actions"": 0}",187.35,USD,United States
SESS_10489,U_1136,"{""device"": ""iOS"", ""pages_viewed"": 5, ""cart_actions"": 2}",202.53,EUR,UK
SESS_10490,U_1117,"{""device"": null, ""pages_viewed"": 8, ""cart_actions"": 8}",32.68,GBP,UK
SESS_10491,U_1009,"{""device"": ""Android"", ""pages_viewed"": 20, ""cart_actions"": 1}",441.42,USD,UK
SESS_10492,U_1163,"{""device"": ""Desktop"", ""pages_viewed"": 14, ""cart_actions"": 6}",,EUR,United States
SESS_10493,U_1110,"{""device"": ""iOS"", ""pages_viewed"": 7, ""cart_actions"": 4}",282.78,EUR,USA
SESS_10494,U_1095,"{""device"": null, ""pages_viewed"": 16, ""cart_actions"": 3}",205.07,USD,DE
SESS_10495,U_1128,"{""device"": ""iOS"", ""pages_viewed"": 20, ""cart_actions"": 6}",310.02,EUR,USA
SESS_10496,U_1104,"{""device"": ""Android"", ""pages_viewed"": 1, ""cart_actions"": 6}",134.52,,UK
SESS_10497,U_1024,"{""device"": ""Android"", ""pages_viewed"": 8, ""cart_actions"": 0}",111.16,EUR,Japan
SESS_10498,U_1150,"{""device"": ""Web_Safari"", ""pages_viewed"": 21, ""cart_actions"": 5}",221.89,USD,UK
SESS_10499,U_1087,"{""device"": ""Desktop"", ""pages_viewed"": 12, ""cart_actions"": 7}",386.64,,Germany
